Nome da tabela	Apelido da tabela	Nome do campo	Apelido do campo	Tipo do campo	Selecionado	Obrigatório
RCLANCONTAB	Lancamento Contabil do Regime de Caixa	VLOR_RCL	Valor do lançamentos	dtDouble	T	F
RCLANCONTAB	Lancamento Contabil do Regime de Caixa	CODI_AMF	Codigo da Atividade Mesa Financeira	dtInteger	T	F
RCLANCONTAB	Lancamento Contabil do Regime de Caixa	AUTO_RCL	Lancamento Automatico: (S)im (N)ao	dtString	T	F
RCLANCONTAB	Lancamento Contabil do Regime de Caixa	DUMANUT	Data da última manutenção p/ integração off-line de lojas	dtDateTime	T	F
RCLANCONTAB	Lancamento Contabil do Regime de Caixa	DINSERT	Data da inserção	dtDateTime	T	F
RCLANCONTAB	Lancamento Contabil do Regime de Caixa	DTSYNCAPI	Campo Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
RCLANCONTAB	Lancamento Contabil do Regime de Caixa	DATAULTIMASINCRONIZACAOAPI	Data da última Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
RCLANCONTAB	Lancamento Contabil do Regime de Caixa	DUMANUT_SYS	Data da última atualização do registro, pegando dados do servidor de banco.	dtDateTime	T	F
RCLANCONTAB	Lancamento Contabil do Regime de Caixa	CODIPESLANREG	Código da pessoa que lançou o registro	dtInteger	T	F
RCLANCONTAB	Lancamento Contabil do Regime de Caixa	CODIPESMANUTREG	Código da pessoa que realizou manutenção no registro	dtInteger	T	F
RCCCUSTO	Centro de Custo do Lancamento Contabil do Regime de Caixa	CODI_RCU	Codigo do Centro de Custo Regime Caixa	dtInteger	T	F
RCCCUSTO	Centro de Custo do Lancamento Contabil do Regime de Caixa	CODI_RCL	Codigo do Lancto Contabil Regime Caixa	dtInteger	T	F
RCCCUSTO	Centro de Custo do Lancamento Contabil do Regime de Caixa	CODI_PLC	Código do plano de contas	dtInteger	T	F
RCCCUSTO	Centro de Custo do Lancamento Contabil do Regime de Caixa	CODI_CCU	Código do centro de custo	dtString	T	F
RCCCUSTO	Centro de Custo do Lancamento Contabil do Regime de Caixa	VLOR_RCU	Valor do lançamentos	dtDouble	T	F
RCCCUSTO	Centro de Custo do Lancamento Contabil do Regime de Caixa	DUMANUT	Data da última manutenção p/ integração off-line de lojas	dtDateTime	T	F
RCCCUSTO	Centro de Custo do Lancamento Contabil do Regime de Caixa	DINSERT	Data da inserção	dtDateTime	T	F
RCCCUSTO	Centro de Custo do Lancamento Contabil do Regime de Caixa	DTSYNCAPI	Campo Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
RCCCUSTO	Centro de Custo do Lancamento Contabil do Regime de Caixa	DATAULTIMASINCRONIZACAOAPI	Data da última Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
RCCCUSTO	Centro de Custo do Lancamento Contabil do Regime de Caixa	DUMANUT_SYS	Data da última atualização do registro, pegando dados do servidor de banco.	dtDateTime	T	F
RCCCUSTO	Centro de Custo do Lancamento Contabil do Regime de Caixa	CODIPESLANREG	Código da pessoa que lançou o registro	dtInteger	T	F
RCCCUSTO	Centro de Custo do Lancamento Contabil do Regime de Caixa	CODIPESMANUTREG	Código da pessoa que realizou manutenção no registro	dtInteger	T	F
RCCORRENTISTA	Correntista do Lancamento Contabil do Regime de Caixa	CODI_RCO	Codigo do Correntista Contabil Regime Caixa	dtInteger	T	F
RCCORRENTISTA	Correntista do Lancamento Contabil do Regime de Caixa	CODI_RCL	Codigo do Lancto Contabil Regime Caixa	dtInteger	T	F
RCCORRENTISTA	Correntista do Lancamento Contabil do Regime de Caixa	CTRL_RCO	Codigo do correntista relacionado	dtString	T	F
RCCORRENTISTA	Correntista do Lancamento Contabil do Regime de Caixa	VLOR_RCO	Valor do lançamentos	dtDouble	T	F
RCCORRENTISTA	Correntista do Lancamento Contabil do Regime de Caixa	TIPO_RCO	Tipo do Correntista (1) Transac (2) Pessoa (3)Conta (4)Produto	dtString	T	F
RCCORRENTISTA	Correntista do Lancamento Contabil do Regime de Caixa	DUMANUT	Data da última manutenção p/ integração off-line de lojas	dtDateTime	T	F
RCCORRENTISTA	Correntista do Lancamento Contabil do Regime de Caixa	DINSERT	Data da inserção	dtDateTime	T	F
RCCORRENTISTA	Correntista do Lancamento Contabil do Regime de Caixa	DTSYNCAPI	Campo Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
RCCORRENTISTA	Correntista do Lancamento Contabil do Regime de Caixa	DATAULTIMASINCRONIZACAOAPI	Data da última Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
RCCORRENTISTA	Correntista do Lancamento Contabil do Regime de Caixa	DUMANUT_SYS	Data da última atualização do registro, pegando dados do servidor de banco.	dtDateTime	T	F
RCCORRENTISTA	Correntista do Lancamento Contabil do Regime de Caixa	CODIPESLANREG	Código da pessoa que lançou o registro	dtInteger	T	F
RCCORRENTISTA	Correntista do Lancamento Contabil do Regime de Caixa	CODIPESMANUTREG	Código da pessoa que realizou manutenção no registro	dtInteger	T	F
PREVCONTACRC	Previsão das Contas Contabeis para baixa Regime de Caixa CR	CODI_PCR	Codigo da Previsão de Regime Caixa da Conta Contabil de CRC	dtInteger	T	F
Nome da tabela	Apelido da tabela	Nome do campo	Apelido do campo	Tipo do campo	Selecionado	Obrigatório
PREVCONTACRC	Previsão das Contas Contabeis para baixa Regime de Caixa CR	CTRL_CBR	Controle do contas a receber	dtInteger	T	F
PREVCONTACRC	Previsão das Contas Contabeis para baixa Regime de Caixa CR	CODI_PLC	Código do plano de contas	dtInteger	T	F
PREVCONTACRC	Previsão das Contas Contabeis para baixa Regime de Caixa CR	CODI_CPC	Código da conta contábil	dtString	T	F
DOWTRANSAC	PARÂMETROS EXPORTAÇÃO DOW - FABRICANTES	DUMANUT	Data da última manutenção p/ integração off-line de lojas	dtDateTime	T	F
DOWTRANSAC	PARÂMETROS EXPORTAÇÃO DOW - FABRICANTES	DINSERT	Data da inserção	dtDateTime	T	F
DOWTRANSAC	PARÂMETROS EXPORTAÇÃO DOW - FABRICANTES	DTSYNCAPI	Campo Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
DOWTRANSAC	PARÂMETROS EXPORTAÇÃO DOW - FABRICANTES	DATAULTIMASINCRONIZACAOAPI	Data da última Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
DOWTRANSAC	PARÂMETROS EXPORTAÇÃO DOW - FABRICANTES	DUMANUT_SYS	Data da última atualização do registro, pegando dados do servidor de banco.	dtDateTime	T	F
DOWTRANSAC	PARÂMETROS EXPORTAÇÃO DOW - FABRICANTES	CODIPESLANREG	Código da pessoa que lançou o registro	dtInteger	T	F
DOWTRANSAC	PARÂMETROS EXPORTAÇÃO DOW - FABRICANTES	CODIPESMANUTREG	Código da pessoa que realizou manutenção no registro	dtInteger	T	F
DOWGRUPOS	PARÂMETROS EXPORTAÇÃO DOW - GRUPOS	CODI_DOW	Código da configuração geral	dtInteger	T	F
DOWGRUPOS	PARÂMETROS EXPORTAÇÃO DOW - GRUPOS	CODI_GPR	Código do Grupo	dtInteger	T	F
DOWGRUPOS	PARÂMETROS EXPORTAÇÃO DOW - GRUPOS	DUMANUT	Data da última manutenção p/ integração off-line de lojas	dtDateTime	T	F
DOWGRUPOS	PARÂMETROS EXPORTAÇÃO DOW - GRUPOS	DINSERT	Data da inserção	dtDateTime	T	F
DOWGRUPOS	PARÂMETROS EXPORTAÇÃO DOW - GRUPOS	DTSYNCAPI	Campo Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
DOWGRUPOS	PARÂMETROS EXPORTAÇÃO DOW - GRUPOS	DATAULTIMASINCRONIZACAOAPI	Data da última Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
DOWGRUPOS	PARÂMETROS EXPORTAÇÃO DOW - GRUPOS	DUMANUT_SYS	Data da última atualização do registro, pegando dados do servidor de banco.	dtDateTime	T	F
DOWGRUPOS	PARÂMETROS EXPORTAÇÃO DOW - GRUPOS	CODIPESLANREG	Código da pessoa que lançou o registro	dtInteger	T	F
DOWGRUPOS	PARÂMETROS EXPORTAÇÃO DOW - GRUPOS	CODIPESMANUTREG	Código da pessoa que realizou manutenção no registro	dtInteger	T	F
DOWEMPRESA	PARÂMETROS EXPORTAÇÃO DOW - EMPRESAS	CODI_EMP	Código da empresa	dtInteger	T	F
DOWEMPRESA	PARÂMETROS EXPORTAÇÃO DOW - EMPRESAS	CODI_DOW	Código da Configuração geral	dtInteger	T	F
DOWEMPRESA	PARÂMETROS EXPORTAÇÃO DOW - EMPRESAS	DUMANUT	Data da última manutenção p/ integração off-line de lojas	dtDateTime	T	F
DOWEMPRESA	PARÂMETROS EXPORTAÇÃO DOW - EMPRESAS	DINSERT	Data da inserção	dtDateTime	T	F
DOWEMPRESA	PARÂMETROS EXPORTAÇÃO DOW - EMPRESAS	DTSYNCAPI	Campo Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
DOWEMPRESA	PARÂMETROS EXPORTAÇÃO DOW - EMPRESAS	DATAULTIMASINCRONIZACAOAPI	Data da última Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
DOWEMPRESA	PARÂMETROS EXPORTAÇÃO DOW - EMPRESAS	DUMANUT_SYS	Data da última atualização do registro, pegando dados do servidor de banco.	dtDateTime	T	F
DOWEMPRESA	PARÂMETROS EXPORTAÇÃO DOW - EMPRESAS	CODIPESLANREG	Código da pessoa que lançou o registro	dtInteger	T	F
DOWEMPRESA	PARÂMETROS EXPORTAÇÃO DOW - EMPRESAS	CODIPESMANUTREG	Código da pessoa que realizou manutenção no registro	dtInteger	T	F
NEGOCESP	NEGOCIACAO ESPELHO	CTRL_NEG	Identificador do Registro da Negociação.	dtInteger	T	F
NEGOCESP	NEGOCIACAO ESPELHO	CODI_EMP	Codigo da empresa	dtInteger	T	F
NEGOCESP	NEGOCIACAO ESPELHO	NUME_NEG	Número da Negociação.	dtInteger	T	F
NEGOCESP	NEGOCIACAO ESPELHO	DEMI_NEG	Data de Emissão da Negociação	dtDate	T	F
NEGOCESP	NEGOCIACAO ESPELHO	CODI_TRA	Código do Cliente	dtInteger	T	F
NEGOCESP	NEGOCIACAO ESPELHO	TIPO_NEG	Tipo da Venda 1 - Real; 2 - Dolar; 3 - Troca	dtString	T	F
NEGOCESP	NEGOCIACAO ESPELHO	COMM_CUL	Código da Commodity	dtInteger	T	F
NEGOCESP	NEGOCIACAO ESPELHO	MOED_IND	Moeda do valor da unidade da commodity [R]eal [D]olar	dtString	T	F
NEGOCESP	NEGOCIACAO ESPELHO	VLUC_NEG	Valor por unidade da commodity	dtDouble	T	F
NEGOCESP	NEGOCIACAO ESPELHO	CODI_CUL	Código da cultura que será produzida pelos insumos	dtInteger	T	F
NEGOCESP	NEGOCIACAO ESPELHO	CODI_CIC	Código da Ciclo/Safra	dtInteger	T	F
NEGOCESP	NEGOCIACAO ESPELHO	COND_CON	Código da Condição de Pagamento	dtInteger	T	F
NEGOCESP	NEGOCIACAO ESPELHO	VENC_NEG	Vencimento	dtDate	T	F
NEGOCESP	NEGOCIACAO ESPELHO	MBAS_NEG	% de margem de lucro base	dtDouble	T	F
NEGOCESP	NEGOCIACAO ESPELHO	MALT_NEG	% de margem de lucro alterada	dtDouble	T	F
NEGOCESP	NEGOCIACAO ESPELHO	PACO_NEG	Será atendido por pacote (S)im ou (N)ão	dtString	T	F
NEGOCESP	NEGOCIACAO ESPELHO	ESTP_NEG	Estouro de pacote (S)im ou (N)ão	dtString	T	F
NEGOCESP	NEGOCIACAO ESPELHO	CNES_NEG	Controle da negociação de estouro do pacote	dtInteger	T	F
NEGOCESP	NEGOCIACAO ESPELHO	TOTA_NEG	Total da negociação	dtDouble	T	F
NEGOCESP	NEGOCIACAO ESPELHO	SITU_NEG	Situação da Negociação [0] Confirmada [1] Orçamento, [2] Cancelada 3-Gerados documentos	dtString	T	F
NEGOCESP	NEGOCIACAO ESPELHO	STLV_NEG	Situação da liberacao da Negociação Vendas de Insumos [1] Aguardando Liberacao [2] Liberada [3] Re	dtString	T	F
NEGOCESP	NEGOCIACAO ESPELHO	OBSV_NEG	Observação da Negociação	dtBLOB	T	F
NEGOCESP	NEGOCIACAO ESPELHO	TPAR_NEG	Total do preço de partida	dtDouble	T	F
NEGOCESP	NEGOCIACAO ESPELHO	TABE_CTA	Tabela de Preço	dtInteger	T	F
NEGOCESP	NEGOCIACAO ESPELHO	CODI_PES	Código do Vendedor	dtInteger	T	F
NEGOCESP	NEGOCIACAO ESPELHO	LIBC_NEG	Código da liberação comercial - Venda Insumos	dtInteger	T	F
NEGOCESP	NEGOCIACAO ESPELHO	LPMF_NEG	Código da liberação financeira- Venda Insumos	dtInteger	T	F
NEGOCESP	NEGOCIACAO ESPELHO	MOTV_NEG	Motivo da Recusa - Venda Insumo	dtBLOB	T	F
NEGOCESP	NEGOCIACAO ESPELHO	LCCC_NEG	Código da liberação comercial - Compra Commodity	dtInteger	T	F
NEGOCESP	NEGOCIACAO ESPELHO	MOTC_NEG	Motivo da Recusa - Compra de Commodity	dtBLOB	T	F
TABPRECOFRETE	Tabela de Preco de Frete por raio.	DINSERT	Data da inserção	dtDateTime	T	F
TABPRECOFRETE	Tabela de Preco de Frete por raio.	DTSYNCAPI	Campo Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
TABPRECOFRETE	Tabela de Preco de Frete por raio.	DATAULTIMASINCRONIZACAOAPI	Data da última Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
TABPRECOFRETE	Tabela de Preco de Frete por raio.	DUMANUT_SYS	Data da última atualização do registro, pegando dados do servidor de banco.	dtDateTime	T	F
TABPRECOFRETE	Tabela de Preco de Frete por raio.	CODIPESLANREG	Código da pessoa que lançou o registro	dtInteger	T	F
TABPRECOFRETE	Tabela de Preco de Frete por raio.	CODIPESMANUTREG	Código da pessoa que realizou manutenção no registro	dtInteger	T	F
ITABPRECOFRETE	Tabela de Itens de preco por frete.	CODI_IPF	Código da Tabela de Itens de Preço por Frete	dtInteger	T	F
ITABPRECOFRETE	Tabela de Itens de preco por frete.	CODI_TPF	Código da Tabela de Preço Frete	dtInteger	T	F
ITABPRECOFRETE	Tabela de Itens de preco por frete.	SEQU_IPF	Sequencia de itens utilizado para controle de Faixas	dtInteger	T	F
ITABPRECOFRETE	Tabela de Itens de preco por frete.	CODI_EMP	Código da Empresa	dtInteger	T	F
ITABPRECOFRETE	Tabela de Itens de preco por frete.	CODI_GPR	Codigo do Grupo	dtInteger	T	F
ITABPRECOFRETE	Tabela de Itens de preco por frete.	CODI_SBG	Código do subgrupo dos produtos	dtInteger	T	F
ITABPRECOFRETE	Tabela de Itens de preco por frete.	TIPO_IPF	Tipo de Precificação 0-Geral, 1-Grupo ou 2-SubGrupo	dtInteger	T	F
ITABPRECOFRETE	Tabela de Itens de preco por frete.	LPAR_IPF	Local de Partida da (E)mpresa ou (D)epósito	dtString	T	F
ITABPRECOFRETE	Tabela de Itens de preco por frete.	CPAR_IPF	Código do Local de Partida	dtInteger	T	F
ITABPRECOFRETE	Tabela de Itens de preco por frete.	CDIS_IPF	Cálculo de Distância por (M)unicípio ou (R)aio	dtString	T	F
ITABPRECOFRETE	Tabela de Itens de preco por frete.	RAII_IPF	Raio Inicial	dtDouble	T	F
ITABPRECOFRETE	Tabela de Itens de preco por frete.	RAIF_IPF	Raio Final	dtDouble	T	F
ITABPRECOFRETE	Tabela de Itens de preco por frete.	CMUO_IPF	Código Município Origem	dtInteger	T	F
ITABPRECOFRETE	Tabela de Itens de preco por frete.	CMUD_IPF	Código Município Destino	dtInteger	T	F
ITABPRECOFRETE	Tabela de Itens de preco por frete.	CUST_IPF	Custo	dtDouble	T	F
ITABPRECOFRETE	Tabela de Itens de preco por frete.	MARG_IPF	Margem	dtDouble	T	F
ITABPRECOFRETE	Tabela de Itens de preco por frete.	VLRF_IPF	Valor Final	dtDouble	T	F
ITABPRECOFRETE	Tabela de Itens de preco por frete.	COPY_IPF	Código da Faixa que gerou o registro pela rotina de cópia	dtInteger	T	F
ITABPRECOFRETE	Tabela de Itens de preco por frete.	SITU_IPF	Situação da Tabela (A)tivo ou (I)nativo	dtString	T	F
ITABPRECOFRETE	Tabela de Itens de preco por frete.	CODI_CUN	Código da tabela de unidade	dtInteger	T	F
ITABPRECOFRETE	Tabela de Itens de preco por frete.	UPRE_IPF	Precificar por (K)G ou (T)on	dtString	T	F
ITABPRECOFRETE	Tabela de Itens de preco por frete.	DUMANUT	Data da última manutenção p/ integração off-line de lojas	dtDateTime	T	F
ITABPRECOFRETE	Tabela de Itens de preco por frete.	DINSERT	Data da inserção	dtDateTime	T	F
ITABPRECOFRETE	Tabela de Itens de preco por frete.	DTSYNCAPI	Campo Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
ITABPRECOFRETE	Tabela de Itens de preco por frete.	DATAULTIMASINCRONIZACAOAPI	Data da última Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
ITABPRECOFRETE	Tabela de Itens de preco por frete.	DUMANUT_SYS	Data da última atualização do registro, pegando dados do servidor de banco.	dtDateTime	T	F
ITABPRECOFRETE	Tabela de Itens de preco por frete.	CODIPESLANREG	Código da pessoa que lançou o registro	dtInteger	T	F
ITABPRECOFRETE	Tabela de Itens de preco por frete.	CODIPESMANUTREG	Código da pessoa que realizou manutenção no registro	dtInteger	T	F
VINCTABPRECOFRETE	Tabela de preco vinculadas a tabela de frete.	CODI_TPF	Código da Tabela de Fretes	dtInteger	T	F
VINCTABPRECOFRETE	Tabela de preco vinculadas a tabela de frete.	TABE_CTA	Código da tabela de preço	dtInteger	T	F
VINCTABPRECOFRETE	Tabela de preco vinculadas a tabela de frete.	DUMANUT	Data da última manutenção p/ integração off-line de lojas	dtDateTime	T	F
VINCTABPRECOFRETE	Tabela de preco vinculadas a tabela de frete.	DINSERT	Data da inserção	dtDateTime	T	F
VINCTABPRECOFRETE	Tabela de preco vinculadas a tabela de frete.	DTSYNCAPI	Campo Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
VINCTABPRECOFRETE	Tabela de preco vinculadas a tabela de frete.	DATAULTIMASINCRONIZACAOAPI	Data da última Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
VINCTABPRECOFRETE	Tabela de preco vinculadas a tabela de frete.	DUMANUT_SYS	Data da última atualização do registro, pegando dados do servidor de banco.	dtDateTime	T	F
VINCTABPRECOFRETE	Tabela de preco vinculadas a tabela de frete.	CODIPESLANREG	Código da pessoa que lançou o registro	dtInteger	T	F
VINCTABPRECOFRETE	Tabela de preco vinculadas a tabela de frete.	CODIPESMANUTREG	Código da pessoa que realizou manutenção no registro	dtInteger	T	F
PARAMTABPRECOFRETE	Parâmetros da tabela de preço de frete.	CODI_TPF	Código da Tabela de Preço de Frete	dtInteger	T	F
PARAMTABPRECOFRETE	Parâmetros da tabela de preço de frete.	VIGI_TPF	Início da Vigência	dtDateTime	T	F
PARAMTABPRECOFRETE	Parâmetros da tabela de preço de frete.	VIGF_TPF	Fim da Vigência	dtDateTime	T	F
PARAMTABPRECOFRETE	Parâmetros da tabela de preço de frete.	TPFR_TPF	Tipo de Precificação do Frete (E)mbutido ou (D)estacado	dtString	T	F
Nome da tabela	Apelido da tabela	Nome do campo	Apelido do campo	Tipo do campo	Selecionado	Obrigatório
PARAMTABPRECOFRETE	Parâmetros da tabela de preço de frete.	PAFI_TPF	Permite Alterar o Valor do Frete do Item (S)im ou (N)ão	dtString	T	F
PARAMTABPRECOFRETE	Parâmetros da tabela de preço de frete.	VAFI_TPF	Validação da Alteração o Valor do Frete do Item (N)enhuma ou (S)olicitar Senha	dtString	T	F
PARAMTABPRECOFRETE	Parâmetros da tabela de preço de frete.	NCIF_TPF	Não calcular o frete para o tipo Próprio por conta do remetente - CIF (S)im ou (N)ão	dtString	T	F
PARAMTABPRECOFRETE	Parâmetros da tabela de preço de frete.	CPMO_TPF	Custo e %Margem obrigatórios na Tabela de Frete (S)im ou (N)ão	dtString	T	F
PARAMTABPRECOFRETE	Parâmetros da tabela de preço de frete.	CFOB_TPF	Calcular o frete dos Itens para o tipo de frete FOB (S)im ou (N)ão	dtString	T	F
CRITICIDADE	Criticidade da RDM	DUMANUT_SYS	Data da última atualização do registro, pegando dados do servidor de banco.	dtDateTime	T	F
CRITICIDADE	Criticidade da RDM	CODIPESLANREG	Código da pessoa que lançou o registro	dtInteger	T	F
CRITICIDADE	Criticidade da RDM	CODIPESMANUTREG	Código da pessoa que realizou manutenção no registro	dtInteger	T	F
APURACCIAPIMOB	Apuracao do CIAP Imobilizado	CODI_ACI	Codigo da apuração	dtInteger	T	F
APURACCIAPIMOB	Apuracao do CIAP Imobilizado	CODI_PSV	Código do bem como produto	dtString	T	F
APURACCIAPIMOB	Apuracao do CIAP Imobilizado	DATA_CIM	Data da Aquisicao do Bem	dtDate	T	F
APURACCIAPIMOB	Apuracao do CIAP Imobilizado	IDEN_CIM	Identificação do tipo de mercadoria: B = bem; C = componente	dtString	T	F
APURACCIAPIMOB	Apuracao do CIAP Imobilizado	DCTO_CIM	Numero Documento Relacionado Entrada	dtString	T	F
APURACCIAPIMOB	Apuracao do CIAP Imobilizado	SERI_CIM	Serie Documento Relacionado Entrada	dtString	T	F
APURACCIAPIMOB	Apuracao do CIAP Imobilizado	CODE_MDF	Código do modelo de documento fiscal Entrada	dtString	T	F
APURACCIAPIMOB	Apuracao do CIAP Imobilizado	CODI_TRA	Fornecedor da Nota de Entrada	dtInteger	T	F
APURACCIAPIMOB	Apuracao do CIAP Imobilizado	TIPO_CIM	Tipo Documento Relacionado (NE, NT, CF)	dtString	T	F
APURACCIAPIMOB	Apuracao do CIAP Imobilizado	CHVE_CIM	Grava a Chave de acesso da NF-e de entrada.	dtString	T	F
APURACCIAPIMOB	Apuracao do CIAP Imobilizado	PROE_PRO	Código da Propriedade do documento de entrada	dtInteger	T	F
APURACCIAPIMOB	Apuracao do CIAP Imobilizado	ENTR_CIM	Entrada Credito passivel de apropriacao	dtDouble	T	F
APURACCIAPIMOB	Apuracao do CIAP Imobilizado	ITEE_CIM	Número Sequencial do item do documento de entrada	dtInteger	T	F
APURACCIAPIMOB	Apuracao do CIAP Imobilizado	SAID_CIM	Saida, baixa ou perda	dtDouble	T	F
