Nome da tabela	Apelido da tabela	Nome do campo	Apelido do campo	Tipo do campo	Selecionado	Obrigatório
FORMULATECNICA	FORMULATECNICA - Cadastro de Fórmula	UPFX_FOR	Utiliza prefixo na descrição do lote:(S)im ou (N)ão	dtString	T	F
FORMULATECNICA	FORMULATECNICA - Cadastro de Fórmula	PREF_FOR	Prefixo da descrição do lote	dtString	T	F
FORMULATECNICA	FORMULATECNICA - Cadastro de Fórmula	CMPB_FOR	Composição matéria prima bloco K. (A)pontamento (P)roporcional	dtString	T	F
FORMULATECNICA	FORMULATECNICA - Cadastro de Fórmula	TPRD_FOR	"""TIPOS DE PRODUCAO"""	dtString	T	F
FORMULATECNICA	FORMULATECNICA - Cadastro de Fórmula	FLOT_FOR	"""FóRMULA PARA GERAçãO DO NOME DO LOTE"""	dtString	T	F
FORMULATECNICA	FORMULATECNICA - Cadastro de Fórmula	CODI_MOP	CODIGO MODELO DE IMPRESSAO	dtInteger	T	F
FORMULATECNICA	FORMULATECNICA - Cadastro de Fórmula	DINSERT	Data da inserção	dtDateTime	T	F
FORMULATECNICA	FORMULATECNICA - Cadastro de Fórmula	DTSYNCAPI	Campo Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
FORMULATECNICA	FORMULATECNICA - Cadastro de Fórmula	DATAULTIMASINCRONIZACAOAPI	Data da última Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
FORMULATECNICA	FORMULATECNICA - Cadastro de Fórmula	DUMANUT_SYS	Data da última atualização do registro, pegando dados do servidor de banco.	dtDateTime	T	F
FORMULATECNICA	FORMULATECNICA - Cadastro de Fórmula	CODIPESLANREG	Código da pessoa que lançou o registro	dtInteger	T	F
FORMULATECNICA	FORMULATECNICA - Cadastro de Fórmula	CODIPESMANUTREG	Código da pessoa que realizou manutenção no registro	dtInteger	T	F
FORMTEC_MAT	FORMTEC_MAT - Matérias-primas relacionadas a fórmula	CODI_FOR	Código da Formula Técnica	dtInteger	T	F
FORMTEC_MAT	FORMTEC_MAT - Matérias-primas relacionadas a fórmula	CODI_MAT	Código da matéria-prima constante da fórmula	dtString	T	F
FORMTEC_MAT	FORMTEC_MAT - Matérias-primas relacionadas a fórmula	QTDE_MAT	Quantidade da matéria-prima constante da fórmula	dtDouble	T	F
FORMTEC_MAT	FORMTEC_MAT - Matérias-primas relacionadas a fórmula	UPLT_MAT	Utiliza peso do lote no cálculo das matérias primas: (S)im (N)ão	dtString	T	F
FORMTEC_MAT	FORMTEC_MAT - Matérias-primas relacionadas a fórmula	CQTP_MAT	Calcula quantidade de matéria prima: (S)-Peso do lote (N)-Nenhuma (Q)-Quantidade utilizada	dtString	T	F
FORMTEC_MAT	FORMTEC_MAT - Matérias-primas relacionadas a fórmula	CPES_MAT	Fator de conversão para peso	dtInteger	T	F
FORMTEC_MAT	FORMTEC_MAT - Matérias-primas relacionadas a fórmula	DUMANUT	Data da última manutenção p/ integração off-line de lojas	dtDateTime	T	F
FORMTEC_MAT	FORMTEC_MAT - Matérias-primas relacionadas a fórmula	DINSERT	Data da inserção	dtDateTime	T	F
FORMTEC_MAT	FORMTEC_MAT - Matérias-primas relacionadas a fórmula	DTSYNCAPI	Campo Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
FORMTEC_MAT	FORMTEC_MAT - Matérias-primas relacionadas a fórmula	DATAULTIMASINCRONIZACAOAPI	Data da última Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
FORMTEC_MAT	FORMTEC_MAT - Matérias-primas relacionadas a fórmula	DUMANUT_SYS	Data da última atualização do registro, pegando dados do servidor de banco.	dtDateTime	T	F
FORMTEC_MAT	FORMTEC_MAT - Matérias-primas relacionadas a fórmula	CODIPESLANREG	Código da pessoa que lançou o registro	dtInteger	T	F
FORMTEC_MAT	FORMTEC_MAT - Matérias-primas relacionadas a fórmula	CODIPESMANUTREG	Código da pessoa que realizou manutenção no registro	dtInteger	T	F
FORMTEC_ETA	FORMTEC_ETA - Etapas relacionadas a fórmula	CODI_FOR	Código da Formula Técnica	dtInteger	T	F
FORMTEC_ETA	FORMTEC_ETA - Etapas relacionadas a fórmula	CODI_ETA	Código da etapa constante da fórmula	dtInteger	T	F
FORMTEC_ETA	FORMTEC_ETA - Etapas relacionadas a fórmula	ORDE_ETA	Ordem que deve ser executado a Formula	dtInteger	T	F
FORMTEC_ETA	FORMTEC_ETA - Etapas relacionadas a fórmula	DUMANUT	Data da última manutenção p/ integração off-line de lojas	dtDateTime	T	F
FORMTEC_ETA	FORMTEC_ETA - Etapas relacionadas a fórmula	DINSERT	Data da inserção	dtDateTime	T	F
FORMTEC_ETA	FORMTEC_ETA - Etapas relacionadas a fórmula	DTSYNCAPI	Campo Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
FORMTEC_ETA	FORMTEC_ETA - Etapas relacionadas a fórmula	DATAULTIMASINCRONIZACAOAPI	Data da última Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
FORMTEC_ETA	FORMTEC_ETA - Etapas relacionadas a fórmula	DUMANUT_SYS	Data da última atualização do registro, pegando dados do servidor de banco.	dtDateTime	T	F
FORMTEC_ETA	FORMTEC_ETA - Etapas relacionadas a fórmula	CODIPESLANREG	Código da pessoa que lançou o registro	dtInteger	T	F
FORMTEC_ETA	FORMTEC_ETA - Etapas relacionadas a fórmula	CODIPESMANUTREG	Código da pessoa que realizou manutenção no registro	dtInteger	T	F
FORMTEC_ETA_MATAP	FORMTEC_ETC_MATAP - Materiais Apontados na Etapa da Formula	CODI_FOR	Código da Formula Técnica	dtInteger	T	F
FORMTEC_ETA_MATAP	FORMTEC_ETC_MATAP - Materiais Apontados na Etapa da Formula	CODI_ETA	Código da etapa constante da fórmula	dtInteger	T	F
FORMTEC_ETA_MATAP	FORMTEC_ETC_MATAP - Materiais Apontados na Etapa da Formula	CODI_MAT	Código do material apontado na etapa da Formula	dtString	T	F
FORMTEC_ETA_MATAP	FORMTEC_ETC_MATAP - Materiais Apontados na Etapa da Formula	TIPO_MED	Tipo de Medição	dtString	T	F
FORMTEC_ETA_MATAP	FORMTEC_ETC_MATAP - Materiais Apontados na Etapa da Formula	INDI_PRO	Indice de Rendimento	dtDouble	T	F
FORMTEC_ETA_MATAP	FORMTEC_ETC_MATAP - Materiais Apontados na Etapa da Formula	DUMANUT	Data da última manutenção p/ integração off-line de lojas	dtDateTime	T	F
FORMTEC_ETA_MATAP	FORMTEC_ETC_MATAP - Materiais Apontados na Etapa da Formula	DINSERT	Data da inserção	dtDateTime	T	F
FORMTEC_ETA_MATAP	FORMTEC_ETC_MATAP - Materiais Apontados na Etapa da Formula	DTSYNCAPI	Campo Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
FORMTEC_ETA_MATAP	FORMTEC_ETC_MATAP - Materiais Apontados na Etapa da Formula	DATAULTIMASINCRONIZACAOAPI	Data da última Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
FORMTEC_ETA_MATAP	FORMTEC_ETC_MATAP - Materiais Apontados na Etapa da Formula	DUMANUT_SYS	Data da última atualização do registro, pegando dados do servidor de banco.	dtDateTime	T	F
FORMTEC_ETA_MATAP	FORMTEC_ETC_MATAP - Materiais Apontados na Etapa da Formula	CODIPESLANREG	Código da pessoa que lançou o registro	dtInteger	T	F
FORMTEC_ETA_MATAP	FORMTEC_ETC_MATAP - Materiais Apontados na Etapa da Formula	CODIPESMANUTREG	Código da pessoa que realizou manutenção no registro	dtInteger	T	F
ORDEMPRODUCAO	ORDEMPRODUCAO - Ordem de Produção	CODI_ORD	Código da ordem de produção	dtInteger	T	F
ORDEMPRODUCAO	ORDEMPRODUCAO - Ordem de Produção	CODI_PRO	Código do produto acabado a ser elaborado	dtString	T	F
ORDEMPRODUCAO	ORDEMPRODUCAO - Ordem de Produção	CODI_FOR	Código da Fórmula	dtInteger	T	F
ORDEMPRODUCAO	ORDEMPRODUCAO - Ordem de Produção	CODI_ACP	Código do Agendamento	dtInteger	T	F
ORDEMPRODUCAO	ORDEMPRODUCAO - Ordem de Produção	LOTE_LOT	Número de Lote do produto a ser elaborado	dtString	T	F
ORDEMPRODUCAO	ORDEMPRODUCAO - Ordem de Produção	CODI_EMP	Código da Empresa da ordem de Produção	dtInteger	T	F
IPROJPRODUCAO	IPROJPRODUCAO - Projecao de Produtos Produzidos para Apuraç	CODI_PRJ	Código da Projecao de Produção	dtInteger	T	F
IPROJPRODUCAO	IPROJPRODUCAO - Projecao de Produtos Produzidos para Apuraç	CODI_PSV	Código do Produto	dtString	T	F
IPROJPRODUCAO	IPROJPRODUCAO - Projecao de Produtos Produzidos para Apuraç	REND_PRJ	Rendimento Projetado	dtDouble	T	F
IPROJPRODUCAO	IPROJPRODUCAO - Projecao de Produtos Produzidos para Apuraç	QUAN_PRJ	Quantidade Produção Projetado	dtDouble	T	F
IPROJPRODUCAO	IPROJPRODUCAO - Projecao de Produtos Produzidos para Apuraç	PVEN_PRJ	Preco de Venda Projetado	dtDouble	T	F
IPROJPRODUCAO	IPROJPRODUCAO - Projecao de Produtos Produzidos para Apuraç	PTOT_PRJ	Preco Total Projetado	dtDouble	T	F
IPROJPRODUCAO	IPROJPRODUCAO - Projecao de Produtos Produzidos para Apuraç	PART_PRJ	Participação % sobre o Total dos Produtos	dtDouble	T	F
IPROJPRODUCAO	IPROJPRODUCAO - Projecao de Produtos Produzidos para Apuraç	CUMP_PRJ	Custo Médio da Matéria Prima	dtDouble	T	F
IPROJPRODUCAO	IPROJPRODUCAO - Projecao de Produtos Produzidos para Apuraç	CIND_PRJ	Custo Industrial da Matéria Prima	dtDouble	T	F
IPROJPRODUCAO	IPROJPRODUCAO - Projecao de Produtos Produzidos para Apuraç	CTOT_PRJ	Custo Total = Custo Médio + Custo Industrial	dtDouble	T	F
IPROJPRODUCAO	IPROJPRODUCAO - Projecao de Produtos Produzidos para Apuraç	CUNI_PRJ	Custo Unitário de Produção do Produto	dtDouble	T	F
IPROJPRODUCAO	IPROJPRODUCAO - Projecao de Produtos Produzidos para Apuraç	CODI_CPC	Conta Contábil para Contabilização do GGF	dtString	T	F
IPROJPRODUCAO	IPROJPRODUCAO - Projecao de Produtos Produzidos para Apuraç	DUMANUT	Data da última manutenção	dtDateTime	T	F
IPROJPRODUCAO	IPROJPRODUCAO - Projecao de Produtos Produzidos para Apuraç	DINSERT	Data da inserção	dtDateTime	T	F
IPROJPRODUCAO	IPROJPRODUCAO - Projecao de Produtos Produzidos para Apuraç	DTSYNCAPI	Campo Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
IPROJPRODUCAO	IPROJPRODUCAO - Projecao de Produtos Produzidos para Apuraç	DATAULTIMASINCRONIZACAOAPI	Data da última Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
IPROJPRODUCAO	IPROJPRODUCAO - Projecao de Produtos Produzidos para Apuraç	DUMANUT_SYS	Data da última atualização do registro, pegando dados do servidor de banco.	dtDateTime	T	F
IPROJPRODUCAO	IPROJPRODUCAO - Projecao de Produtos Produzidos para Apuraç	CODIPESLANREG	Código da pessoa que lançou o registro	dtInteger	T	F
IPROJPRODUCAO	IPROJPRODUCAO - Projecao de Produtos Produzidos para Apuraç	CODIPESMANUTREG	Código da pessoa que realizou manutenção no registro	dtInteger	T	F
CUSTOIND	CUSTOIND - Custos da Industria Mensal para Produção Mensal.	CODI_PRJ	Código da Projeção	dtInteger	T	F
CUSTOIND	CUSTOIND - Custos da Industria Mensal para Produção Mensal.	CODI_CUS	Código do Tipo de Custo de Produção	dtString	T	F
CUSTOIND	CUSTOIND - Custos da Industria Mensal para Produção Mensal.	VLOR_IND	Valor do Custo Industrial	dtDouble	T	F
CUSTOIND	CUSTOIND - Custos da Industria Mensal para Produção Mensal.	DUMANUT	Data da última manutenção p/ integração off-line de lojas	dtDateTime	T	F
CUSTOIND	CUSTOIND - Custos da Industria Mensal para Produção Mensal.	DINSERT	Data da inserção	dtDateTime	T	F
CUSTOIND	CUSTOIND - Custos da Industria Mensal para Produção Mensal.	DTSYNCAPI	Campo Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
CUSTOIND	CUSTOIND - Custos da Industria Mensal para Produção Mensal.	DATAULTIMASINCRONIZACAOAPI	Data da última Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
CUSTOIND	CUSTOIND - Custos da Industria Mensal para Produção Mensal.	DUMANUT_SYS	Data da última atualização do registro, pegando dados do servidor de banco.	dtDateTime	T	F
CUSTOIND	CUSTOIND - Custos da Industria Mensal para Produção Mensal.	CODIPESLANREG	Código da pessoa que lançou o registro	dtInteger	T	F
CUSTOIND	CUSTOIND - Custos da Industria Mensal para Produção Mensal.	CODIPESMANUTREG	Código da pessoa que realizou manutenção no registro	dtInteger	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	CODI_EMP	Código da empresa	dtInteger	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	NUME_ROM	Número do Romaneio	dtInteger	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	TIPO_ROM	Tipo: (E)ntrada ou (S)aída	dtString	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	NUME_CTV	Número do Contrato de Venda	dtInteger	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	NUME_LOG	Número do Contrato de Frete	dtInteger	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	MDPL_ROM	Modelo da placa. Rodoviario, Ferroviario	dtString	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	NPLA_VEI	Placa do Veículo e Trem	dtString	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	UFPL_ROM	UF da placa do tranportador	dtString	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	CMOT_TRA	Codigo do Motorista	dtInteger	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	DMOT_ROM	Descrição do Motorista	dtString	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	CNHM_ROM	CNH do Motorista	dtString	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	DEMI_ROM	Data da abertura	dtDate	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	HORA_ROM	Hora da abertura	dtTime	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	PENT_ROM	Peso de Entrada	dtDouble	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	PSAI_ROM	Peso de Saída	dtDouble	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	LIQU_ROM	Total Líquido do Romaneio	dtDouble	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	SITU_ROM	Situação (9) Cancelado	dtString	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	CODI_MTC	Código do Motivo de Cancelamento dos Documentos	dtInteger	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	MOTC_ROM	Motivo do cancelamento	dtBLOB	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	USUC_ROM	Usuário que Cancelou a Nota Fiscal	dtString	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	DCAN_ROM	Data do Cancelamento	dtDate	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	CODI_DPT	Código do Deposito	dtInteger	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	TPFR_ROM	Tipo do frete	dtString	T	F
Nome da tabela	Apelido da tabela	Nome do campo	Apelido do campo	Tipo do campo	Selecionado	Obrigatório
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	VIAT_ROM	Tipo de transporte	dtString	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	CODI_OBS	Código de Observações	dtInteger	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	OBSE_ROM	Observação	dtBLOB	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	CERT_ROM	Certificado de Qualidade quando BioDiesel.	dtString	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	DENS_ROM	Densidade observada do biodisel.	dtDouble	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	DE20_ROM	Densidade a 20ºC do biodisel.	dtDouble	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	FATC_ROM	Fator de conversão de volume a 20ºC	dtDouble	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	TEMP_ROM	Temperatura do BioDiesel.	dtDouble	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	LAAM_ROM	Lacres da Amostra quanto BioDiesel	dtString	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	LATQ_ROM	Lacres do Tanque quando BioDiesel	dtString	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	LITR_ROM	Litros de BioDiesel.	dtDouble	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	NPRE_NOT	Número da Pré-Nota	dtInteger	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	CTRC_CTR	Conhecimento de Transporte	dtInteger	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	SERI_CTR	Série do Conhecimento de Transporte	dtString	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	PCHE_ROM	Peso da Chegada	dtDouble	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	DCHE_ROM	Data da Chegada	dtDate	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	DPES_ROM	Diferença de Peso (Peso Chegada - Peso Saida)	dtDouble	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	DREA_ROM	Diferença em Reais.	dtDouble	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	FPAG_ROM	Frete a Pagar	dtDouble	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	VPAG_ROM	Vencimento do Frete a Pagar	dtDate	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	CTRA_ROM	Codigo do Transportador	dtInteger	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	CORD_ROM	Número da Pré-Nota de Venda de Conta e Ordem	dtInteger	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	NMOT_ROM	Nome do motorista do PCP, caso não possua cadastro no transacionador.	dtString	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	JUFR_ROM	Justificativa de diferença do valor do frete informado com o valor do frete à pagar.	dtString	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	CTRE_ROM	Código da Filial que será enviado a remessa	dtInteger	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	NACC_ROM	Número do agendamento no CC Caminhão (Canal do Cliente)	dtString	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	NPCC_ROM	Número do pedido de compra informado no agendamento do CC Caminhão)	dtString	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	CANP_ROM	Chave de acesso da nota emitida pela petrobras para anexar na nota de remessa	dtString	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	NNPB_ROM	Número da nota emitida pela petrobras para anexar na nota de remessa	dtInteger	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	SNPB_ROM	Série da nota emitida pela petrobras para anexar na nota de remessa	dtString	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	DENP_ROM	Data da emissão da nota emitida pela petrobras para anexar na nota de remessa	dtDate	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	NRIM_ROM	Identifica se é para emitir a nota de remessa imediatamente a de venda	dtString	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	DUMANUT	Data da última manutenção p/ integração off-line de lojas	dtDateTime	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	LTPE_ROM	Litros de BioDiesel calculado pelo peso líquido.	dtDouble	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	ORAP_ROM	Operador que responsável por alterar o peso do romaneio.	dtString	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	HAPE_ROM	Histórico de alteração de peso: (N)enhum, (I)nicial, (F)inal, (T)odos	dtString	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	DPIN_ROM	Data e Hora da Pesagem Inicial	dtDateTime	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	MBAL_ROM	Código da pesagem - Integração com o monitor de periféricos na pesagem inicial	dtInteger	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	JUAP_ROM	Justificativa de alteração de peso na pesagem inicial	dtBLOB	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	IMAG_ROM	Foto do caminhão na pesagem inicial	dtBLOB	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	DPFI_ROM	Data e Hora da Pesagem Final	dtDateTime	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	MBAF_ROM	Código da pesagem - Integração com o monitor de periféricos na pesagem final	dtInteger	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	JUAF_ROM	Justificativa de alteração de peso na pesagem final	dtBLOB	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	IMAF_ROM	Foto do caminhão na pesagem final	dtBLOB	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	DINSERT	Data da inserção	dtDateTime	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	DTSYNCAPI	Campo Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	DATAULTIMASINCRONIZACAOAPI	Data da última Sincronização da SIAGRI API. (Uso Exclusivo de TRIGGERS)	dtDateTime	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	DUMANUT_SYS	Data da última atualização do registro, pegando dados do servidor de banco.	dtDateTime	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	CODIPESLANREG	Código da pessoa que lançou o registro	dtInteger	T	F
ROMANEIOPCP	ROMANEIOPCP - Romaneio de Expedição e Faturamento da Indúst	CODIPESMANUTREG	Código da pessoa que realizou manutenção no registro	dtInteger	T	F
CTRVENDA	CTRVENDA - Contrato de Venda de Produtos da Indústria - PCP	NUME_CTV	Número do contrato	dtInteger	T	F
CTRVENDA	CTRVENDA - Contrato de Venda de Produtos da Indústria - PCP	CODI_TIC	Código tipo de contrato	dtInteger	T	F
CTRVENDA	CTRVENDA - Contrato de Venda de Produtos da Indústria - PCP	CODI_EMP	Empresa	dtInteger	T	F
CTRVENDA	CTRVENDA - Contrato de Venda de Produtos da Indústria - PCP	CODI_TRA	Código do parceiro	dtInteger	T	F
CTRVENDA	CTRVENDA - Contrato de Venda de Produtos da Indústria - PCP	PROP_PRO	Código da propriedade rural do parceiro	dtInteger	T	F
CTRVENDA	CTRVENDA - Contrato de Venda de Produtos da Indústria - PCP	CODI_COR	Código do Corretor	dtInteger	T	F
CTRVENDA	CTRVENDA - Contrato de Venda de Produtos da Indústria - PCP	COMI_COR	Comissão do Corretor	dtDouble	T	F
CTRVENDA	CTRVENDA - Contrato de Venda de Produtos da Indústria - PCP	NCTR_COR	Número do Contrato do Corretor	dtString	T	F
CTRVENDA	CTRVENDA - Contrato de Venda de Produtos da Indústria - PCP	CORD_TRA	Código do parceiro por Conta e Ordem	dtInteger	T	F
CTRVENDA	CTRVENDA - Contrato de Venda de Produtos da Indústria - PCP	SITU_CTV	Situação: 1-Pendente, 2-Liberado, 3-Encerrado	dtString	T	F
CTRVENDA	CTRVENDA - Contrato de Venda de Produtos da Indústria - PCP	DATA_CTV	Data do contrato	dtDate	T	F
ORDEMPRODUCAO	ORDEMPRODUCAO - Ordem de Produção	DATA_ORD	Data da Ordem de Produção	dtDate	T	F
ORDEMPRODUCAO	ORDEMPRODUCAO - Ordem de Produção	QTDE_PRO	Quantidade a produzir	dtDouble	T	F
ORDEMPRODUCAO	ORDEMPRODUCAO - Ordem de Produção	HORA_PAR	Valor da Média de Mao-de-Obra do dia, informado no cadastro de Parametros	dtDouble	T	F
ORDEMPRODUCAO	ORDEMPRODUCAO - Ordem de Produção	DEPR_PAR	Percentual de Depreciação do dia, informado no cadastro de Parametros	dtDouble	T	F
ORDEMPRODUCAO	ORDEMPRODUCAO - Ordem de Produção	PERD_PAR	Percentual de Perda do dia, informado no cadastro de Parametros	dtDouble	T	F
ORDEMPRODUCAO	ORDEMPRODUCAO - Ordem de Produção	CUST_PAR	Percentual de Custos Variaveis do dia, informado no cadastro de Parametros	dtDouble	T	F
ORDEMPRODUCAO	ORDEMPRODUCAO - Ordem de Produção	DUMANUT	Data da última manutenção p/ integração off-line de lojas	dtDateTime	T	F
ORDEMPRODUCAO	ORDEMPRODUCAO - Ordem de Produção	QUAP_ORD	Controle de Qualidade Aprovada:0 (S)im ou (N)ão	dtString	T	F
ORDEMPRODUCAO	ORDEMPRODUCAO - Ordem de Produção	TPDE_ORD	Tipo de Descarte caso não tenha sido aprovada a qualidade	dtString	T	F
ORDEMPRODUCAO	ORDEMPRODUCAO - Ordem de Produção	JUST_ORD	Justificativa referente ao percentual máximo de perda ou de ganho	dtBLOB	T	F
